877;MorningstarP;Profile -- Industry;=smfGetTagContent("http://quotes.morningstar.com/stock/c-company-profile?t=~~~~~","span",1,"</div","Industry")
878;MorningstarP;Profile -- Sector;=smfGetTagContent("http://quotes.morningstar.com/stock/c-company-profile?t=~~~~~","span",1,"</div","Sector")
879;MorningstarP;Profile -- Stock Type;=smfGetTagContent("http://quotes.morningstar.com/stock/c-company-profile?t=~~~~~","span",1,"Stock Type")
880;MorningstarP;Profile -- Stock Style;=TRIM(smfstrExtr(smfGetTagContent("http://quotes.morningstar.com/stock/c-company-profile?t=~~~~~","span",1,"Stock Style"),"</div>","~"))

881;MorningstarT;Take -- Growth;=smfstrExtr(smfGetTagContent("http://quotes.morningstar.com/stock/c-morningstar-take?t=~~~~~","div",0,"idMstarGradeContent","Growth"),"_grade","""")
882;MorningstarT;Take -- Profitability;=smfstrExtr(smfGetTagContent("http://quotes.morningstar.com/stock/c-morningstar-take?t=~~~~~","div",0,"idMstarGradeContent","Profitability"),"_grade","""")
883;MorningStar;Stock Grades -- Financial Health;http://quicktake.morningstar.com/stocknet/printreport.aspx?symbol=~~~~~;2;STOCK GRADES;FINANCIAL HEALTH; ; ;0;0;0;0
14171;MorningstarGR;Key Ratios -- Profitability -- Asset Turnover -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Asset Turnover",1500),"~","tr"),"<td","|"),5,"|"),">","<"))/100
14172;MorningstarGR;Key Ratios -- Profitability -- Asset Turnover -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Asset Turnover",1500),"~","tr"),"<td","|"),6,"|"),">","<"))/100
14173;MorningstarGR;Key Ratios -- Profitability -- Asset Turnover -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Asset Turnover",1500),"~","tr"),"<td","|"),7,"|"),">","<"))/100
14174;MorningstarGR;Key Ratios -- Profitability -- Asset Turnover -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Asset Turnover",1500),"~","tr"),"<td","|"),8,"|"),">","<"))/100
14175;MorningstarGR;Key Ratios -- Profitability -- Asset Turnover -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Asset Turnover",1500),"~","tr"),"<td","|"),9,"|"),">","<"))/100
14176;MorningstarGR;Key Ratios -- Profitability -- Asset Turnover -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Asset Turnover",1500),"~","tr"),"<td","|"),10,"|"),">","<"))/100
14177;MorningstarGR;Key Ratios -- Profitability -- Asset Turnover -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Asset Turnover",1500),"~","tr"),"<td","|"),11,"|"),">","<"))/100
14178;MorningstarGR;Key Ratios -- Profitability -- Asset Turnover -- TTM;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Asset Turnover",1500),"~","tr"),"<td","|"),12,"|"),">","<"))/100
14179;MorningstarGR;Key Ratios -- Profitability -- Return on Assets -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Return on Assets",1500),"~","tr"),"<td","|"),2,"|"),">","<"))/100
14180;MorningstarGR;Key Ratios -- Profitability -- Return on Assets -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Return on Assets",1500),"~","tr"),"<td","|"),3,"|"),">","<"))/100
14181;MorningstarGR;Key Ratios -- Profitability -- Return on Assets -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Return on Assets",1500),"~","tr"),"<td","|"),4,"|"),">","<"))/100
14182;MorningstarGR;Key Ratios -- Profitability -- Return on Assets -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Return on Assets",1500),"~","tr"),"<td","|"),5,"|"),">","<"))/100
14183;MorningstarGR;Key Ratios -- Profitability -- Return on Assets -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Return on Assets",1500),"~","tr"),"<td","|"),6,"|"),">","<"))/100
14184;MorningstarGR;Key Ratios -- Profitability -- Return on Assets -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Return on Assets",1500),"~","tr"),"<td","|"),7,"|"),">","<"))/100
14185;MorningstarGR;Key Ratios -- Profitability -- Return on Assets -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Return on Assets",1500),"~","tr"),"<td","|"),8,"|"),">","<"))/100
14186;MorningstarGR;Key Ratios -- Profitability -- Return on Assets -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Return on Assets",1500),"~","tr"),"<td","|"),9,"|"),">","<"))/100
14187;MorningstarGR;Key Ratios -- Profitability -- Return on Assets -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Return on Assets",1500),"~","tr"),"<td","|"),10,"|"),">","<"))/100
14188;MorningstarGR;Key Ratios -- Profitability -- Return on Assets -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Return on Assets",1500),"~","tr"),"<td","|"),11,"|"),">","<"))/100
14189;MorningstarGR;Key Ratios -- Profitability -- Return on Assets -- TTM;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Return on Assets",1500),"~","tr"),"<td","|"),12,"|"),">","<"))/100
14190;MorningstarGR;Key Ratios -- Profitability -- Financial Leverage -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Financial Leverage",1500),"~","tr"),"<td","|"),2,"|"),">","<"))/100
14191;MorningstarGR;Key Ratios -- Profitability -- Financial Leverage -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Financial Leverage",1500),"~","tr"),"<td","|"),3,"|"),">","<"))/100
14192;MorningstarGR;Key Ratios -- Profitability -- Financial Leverage -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Financial Leverage",1500),"~","tr"),"<td","|"),4,"|"),">","<"))/100
14193;MorningstarGR;Key Ratios -- Profitability -- Financial Leverage -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Financial Leverage",1500),"~","tr"),"<td","|"),5,"|"),">","<"))/100
14194;MorningstarGR;Key Ratios -- Profitability -- Financial Leverage -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Financial Leverage",1500),"~","tr"),"<td","|"),6,"|"),">","<"))/100
14195;MorningstarGR;Key Ratios -- Profitability -- Financial Leverage -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Financial Leverage",1500),"~","tr"),"<td","|"),7,"|"),">","<"))/100
14196;MorningstarGR;Key Ratios -- Profitability -- Financial Leverage -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Financial Leverage",1500),"~","tr"),"<td","|"),8,"|"),">","<"))/100
14197;MorningstarGR;Key Ratios -- Profitability -- Financial Leverage -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Financial Leverage",1500),"~","tr"),"<td","|"),9,"|"),">","<"))/100
14198;MorningstarGR;Key Ratios -- Profitability -- Financial Leverage -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Financial Leverage",1500),"~","tr"),"<td","|"),10,"|"),">","<"))/100
14199;MorningstarGR;Key Ratios -- Profitability -- Financial Leverage -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Financial Leverage",1500),"~","tr"),"<td","|"),11,"|"),">","<"))/100
14200;MorningstarGR;Key Ratios -- Profitability -- Financial Leverage -- TTM;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Financial Leverage",1500),"~","tr"),"<td","|"),12,"|"),">","<"))/100
14201;MorningstarGR;Key Ratios -- Profitability -- Return on Equity -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Return on Equity",1500),"~","tr"),"<td","|"),2,"|"),">","<"))/100
14202;MorningstarGR;Key Ratios -- Profitability -- Return on Equity -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Return on Equity",1500),"~","tr"),"<td","|"),3,"|"),">","<"))/100
14203;MorningstarGR;Key Ratios -- Profitability -- Return on Equity -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Return on Equity",1500),"~","tr"),"<td","|"),4,"|"),">","<"))/100
14204;MorningstarGR;Key Ratios -- Profitability -- Return on Equity -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Return on Equity",1500),"~","tr"),"<td","|"),5,"|"),">","<"))/100
14205;MorningstarGR;Key Ratios -- Profitability -- Return on Equity -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Return on Equity",1500),"~","tr"),"<td","|"),6,"|"),">","<"))/100
14206;MorningstarGR;Key Ratios -- Profitability -- Return on Equity -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Return on Equity",1500),"~","tr"),"<td","|"),7,"|"),">","<"))/100
14207;MorningstarGR;Key Ratios -- Profitability -- Return on Equity -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Return on Equity",1500),"~","tr"),"<td","|"),8,"|"),">","<"))/100
14208;MorningstarGR;Key Ratios -- Profitability -- Return on Equity -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Return on Equity",1500),"~","tr"),"<td","|"),9,"|"),">","<"))/100
14209;MorningstarGR;Key Ratios -- Profitability -- Return on Equity -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Return on Equity",1500),"~","tr"),"<td","|"),10,"|"),">","<"))/100
14210;MorningstarGR;Key Ratios -- Profitability -- Return on Equity -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Return on Equity",1500),"~","tr"),"<td","|"),11,"|"),">","<"))/100
14211;MorningstarGR;Key Ratios -- Profitability -- Return on Equity -- TTM;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Return on Equity",1500),"~","tr"),"<td","|"),12,"|"),">","<"))/100
14212;MorningstarGR;Key Ratios -- Revenue Growth -- Year over Year -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">Year over Year","tr"),"<td","|"),2,"|"),">","<"))/100
14213;MorningstarGR;Key Ratios -- Revenue Growth -- Year over Year -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">Year over Year","tr"),"<td","|"),3,"|"),">","<"))/100
14214;MorningstarGR;Key Ratios -- Revenue Growth -- Year over Year -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">Year over Year","tr"),"<td","|"),4,"|"),">","<"))/100
14215;MorningstarGR;Key Ratios -- Revenue Growth -- Year over Year -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">Year over Year","tr"),"<td","|"),5,"|"),">","<"))/100
14216;MorningstarGR;Key Ratios -- Revenue Growth -- Year over Year -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">Year over Year","tr"),"<td","|"),6,"|"),">","<"))/100
14217;MorningstarGR;Key Ratios -- Revenue Growth -- Year over Year -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">Year over Year","tr"),"<td","|"),7,"|"),">","<"))/100
14218;MorningstarGR;Key Ratios -- Revenue Growth -- Year over Year -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">Year over Year","tr"),"<td","|"),8,"|"),">","<"))/100
14219;MorningstarGR;Key Ratios -- Revenue Growth -- Year over Year -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">Year over Year","tr"),"<td","|"),9,"|"),">","<"))/100
14220;MorningstarGR;Key Ratios -- Revenue Growth -- Year over Year -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">Year over Year","tr"),"<td","|"),10,"|"),">","<"))/100
14221;MorningstarGR;Key Ratios -- Revenue Growth -- Year over Year -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">Year over Year","tr"),"<td","|"),11,"|"),">","<"))/100
14222;MorningstarGR;Key Ratios -- Revenue Growth -- Year over Year -- MRQ;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">Year over Year","tr"),"<td","|"),12,"|"),">","<"))/100
14223;MorningstarGR;Key Ratios -- Revenue Growth -- 3-Year Average -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">3-Year","tr"),"<td","|"),2,"|"),">","<"))/100
14224;MorningstarGR;Key Ratios -- Revenue Growth -- 3-Year Average -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">3-Year","tr"),"<td","|"),3,"|"),">","<"))/100
14225;MorningstarGR;Key Ratios -- Revenue Growth -- 3-Year Average -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">3-Year","tr"),"<td","|"),4,"|"),">","<"))/100
14226;MorningstarGR;Key Ratios -- Revenue Growth -- 3-Year Average -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">3-Year","tr"),"<td","|"),5,"|"),">","<"))/100
14227;MorningstarGR;Key Ratios -- Revenue Growth -- 3-Year Average -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">3-Year","tr"),"<td","|"),6,"|"),">","<"))/100
14228;MorningstarGR;Key Ratios -- Revenue Growth -- 3-Year Average -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">3-Year","tr"),"<td","|"),7,"|"),">","<"))/100
14229;MorningstarGR;Key Ratios -- Revenue Growth -- 3-Year Average -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">3-Year","tr"),"<td","|"),8,"|"),">","<"))/100
14230;MorningstarGR;Key Ratios -- Revenue Growth -- 3-Year Average -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">3-Year","tr"),"<td","|"),9,"|"),">","<"))/100
14231;MorningstarGR;Key Ratios -- Revenue Growth -- 3-Year Average -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">3-Year","tr"),"<td","|"),10,"|"),">","<"))/100
14232;MorningstarGR;Key Ratios -- Revenue Growth -- 3-Year Average -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">3-Year","tr"),"<td","|"),11,"|"),">","<"))/100
14233;MorningstarGR;Key Ratios -- Revenue Growth -- 3-Year Average -- MRQ;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">3-Year","tr"),"<td","|"),12,"|"),">","<"))/100
14234;MorningstarGR;Key Ratios -- Revenue Growth -- 5-Year Average -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">5-Year","tr"),"<td","|"),2,"|"),">","<"))/100
14235;MorningstarGR;Key Ratios -- Revenue Growth -- 5-Year Average -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">5-Year","tr"),"<td","|"),3,"|"),">","<"))/100
14236;MorningstarGR;Key Ratios -- Revenue Growth -- 5-Year Average -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">5-Year","tr"),"<td","|"),4,"|"),">","<"))/100
14237;MorningstarGR;Key Ratios -- Revenue Growth -- 5-Year Average -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">5-Year","tr"),"<td","|"),5,"|"),">","<"))/100
14238;MorningstarGR;Key Ratios -- Revenue Growth -- 5-Year Average -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">5-Year","tr"),"<td","|"),6,"|"),">","<"))/100
14239;MorningstarGR;Key Ratios -- Revenue Growth -- 5-Year Average -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">5-Year","tr"),"<td","|"),7,"|"),">","<"))/100
14240;MorningstarGR;Key Ratios -- Revenue Growth -- 5-Year Average -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">5-Year","tr"),"<td","|"),8,"|"),">","<"))/100
14241;MorningstarGR;Key Ratios -- Revenue Growth -- 5-Year Average -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">5-Year","tr"),"<td","|"),9,"|"),">","<"))/100
14242;MorningstarGR;Key Ratios -- Revenue Growth -- 5-Year Average -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">5-Year","tr"),"<td","|"),10,"|"),">","<"))/100
14243;MorningstarGR;Key Ratios -- Revenue Growth -- 5-Year Average -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">5-Year","tr"),"<td","|"),11,"|"),">","<"))/100
14244;MorningstarGR;Key Ratios -- Revenue Growth -- 5-Year Average -- MRQ;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">5-Year","tr"),"<td","|"),12,"|"),">","<"))/100
14245;MorningstarGR;Key Ratios -- Revenue Growth -- 10-Year Average -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">10-Year","tr"),"<td","|"),2,"|"),">","<"))/100
14246;MorningstarGR;Key Ratios -- Revenue Growth -- 10-Year Average -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">10-Year","tr"),"<td","|"),3,"|"),">","<"))/100
14247;MorningstarGR;Key Ratios -- Revenue Growth -- 10-Year Average -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">10-Year","tr"),"<td","|"),4,"|"),">","<"))/100
14248;MorningstarGR;Key Ratios -- Revenue Growth -- 10-Year Average -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">10-Year","tr"),"<td","|"),5,"|"),">","<"))/100
14249;MorningstarGR;Key Ratios -- Revenue Growth -- 10-Year Average -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">10-Year","tr"),"<td","|"),6,"|"),">","<"))/100
